"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2018-03-21 07:25:00,1013.20,24.0,15.0,68,0,15,1012.91,23.9,14.4,66,1.7,32
2018-03-21 07:40:00,1013.40,24.0,15.0,68,0,0,1012.91,23.9,14.4,66,1.7,357
2018-03-21 07:55:00,1013.60,24.0,14.7,67,0,0,1012.97,22.9,13.5,66,0.9,345
2018-03-21 08:10:00,1013.70,23.0,14.0,68,0,0,1012.97,22.9,13.5,66,0.9,345
2018-03-21 08:25:00,1013.60,23.0,14.4,68,0,0,1013.01,22.9,13.5,66,0.9,345
2018-03-21 08:41:00,1013.60,22.0,13.7,70,0,0,1013.01,22.9,13.5,66,0.9,345
2018-03-21 08:56:00,1013.30,22.0,13.7,70,0,355,1012.90,21.7,12.8,67,0.9,21
2018-03-21 09:11:00,1013.20,22.0,13.7,70,0,0,1012.90,21.7,12.8,67,0.9,346
2018-03-21 09:26:00,1013.10,22.0,13.7,70,0,0,1012.90,21.7,12.8,67,0.9,346
2018-03-21 09:41:00,1013.20,22.0,13.7,70,0,0,1012.90,21.7,12.8,67,0.9,346
2018-03-21 09:56:00,1013.10,22.0,13.7,70,0,26,1012.61,21.5,12.6,67,0.9,353
2018-03-21 10:11:00,1013.10,22.0,13.7,70,0,26,1012.61,21.5,12.6,67,0.9,353
2018-03-21 10:26:00,1013.10,22.0,13.7,70,0,0,1012.61,21.5,12.6,67,0.9,319
2018-03-21 10:41:00,1013.10,22.0,13.4,68,0,0,1012.61,21.9,12.6,67,0.9,319
2018-03-21 10:56:00,1013.10,21.0,12.4,68,0,0,1012.50,20.9,11.9,67,1.6,325
2018-03-21 11:11:00,1013.00,21.0,12.8,70,0,0,1012.50,20.9,11.9,67,1.6,325
2018-03-21 11:26:00,1012.80,21.0,12.8,70,0,0,1012.50,20.9,11.9,67,1.6,325
2018-03-21 11:41:00,1012.50,22.0,13.4,68,0,344,1012.50,20.9,11.9,67,1.6,0
2018-03-21 11:56:00,1012.40,23.0,13.7,66,0,323,1011.85,22.8,13.0,65,0.8,21
2018-03-21 12:11:00,1012.10,24.0,14.3,66,0,0,1011.85,22.8,13.0,65,0.8,347
2018-03-21 12:26:00,1012.00,25.0,14.6,64,1,32,1011.85,22.8,13.0,65,0.8,21
2018-03-21 12:41:00,1011.90,26.0,15.2,63,0,0,1011.85,22.8,13.0,65,0.8,21
2018-03-21 12:56:00,1012.00,27.0,15.0,60,2,63,1011.68,26.6,14.2,58,1.1,34
2018-03-21 13:11:00,1011.90,28.0,15.6,59,3,37,1011.68,26.6,14.2,58,1.1,34
2018-03-21 13:26:00,1012.10,28.0,15.2,58,1,311,1011.68,26.6,14.2,58,1.1,34
2018-03-21 13:41:00,1012.00,29.0,16.1,58,2,47,1011.68,26.6,14.2,58,1.1,43
2018-03-21 13:56:00,1011.70,29.0,15.7,57,1,10,1011.41,29.0,15.9,57,1.4,44
2018-03-21 14:11:00,1011.40,30.0,16.6,57,3,37,1011.41,29.0,15.9,57,1.4,44
2018-03-21 14:26:00,1011.60,30.0,16.6,57,2,38,1011.41,29.0,15.9,57,1.4,44
2018-03-21 14:41:00,1011.30,31.0,17.2,56,1,44,1011.41,29.0,15.9,57,1.4,44
2018-03-21 14:56:00,1011.20,31.0,16.8,55,4,103,1010.93,31.3,16.6,53,2.2,29
2018-03-21 15:11:00,1011.30,32.0,18.1,55,1,5,1010.93,31.3,16.6,53,2.2,29
2018-03-21 15:26:00,1011.20,32.0,17.7,54,0,34,1010.98,31.3,16.6,53,2.2,29
2018-03-21 15:41:00,1011.20,33.0,17.8,53,3,49,1010.98,31.3,16.6,53,2.2,29
2018-03-21 15:57:00,1011.30,33.0,17.8,53,2,70,1010.43,33.2,17.2,51,1.6,33
2018-03-21 16:12:00,1010.90,33.0,17.8,53,2,344,1010.43,33.2,17.2,51,1.6,33
2018-03-21 16:27:00,1010.50,34.0,18.7,53,2,314,1010.43,33.2,17.2,51,1.6,33
2018-03-21 16:42:00,1010.20,34.0,18.7,53,4,336,1010.43,33.2,17.2,51,1.6,33
2018-03-21 16:57:00,1009.90,35.0,20.1,54,2,74,1009.54,34.5,18.9,52,2.4,44
2018-03-21 17:12:00,1009.70,35.0,19.6,53,2,84,1009.54,34.5,18.9,52,2.4,44
2018-03-21 17:27:00,1009.40,35.0,19.2,51,4,41,1009.45,34.5,18.9,52,2.4,44
2018-03-21 17:42:00,1009.30,36.0,20.1,51,4,230,1009.45,34.5,18.9,52,2.4,44
2018-03-21 17:57:00,1009.10,37.0,21.0,52,2,65,1008.69,36.2,20.1,51,2.4,36
2018-03-21 18:12:00,1008.90,37.0,20.6,50,1,300,1008.69,36.2,20.1,51,2.4,36
2018-03-21 18:27:00,1009.00,38.0,21.5,51,2,88,1008.69,36.2,20.1,51,2.4,36
2018-03-21 18:42:00,1008.90,38.0,21.5,51,2,117,1008.69,36.2,20.1,51,2.4,36
2018-03-21 18:57:00,1008.90,38.0,21.5,51,2,63,1008.34,37.8,21.1,50,1.5,22
2018-03-21 19:12:00,1008.70,38.0,21.0,49,3,101,,,,,,
2018-03-21 19:14:00,1008.70,38.0,21.0,49,3,101,1008.34,37.8,21.1,50,1.5,22
2018-03-21 19:27:00,1008.60,39.0,22.4,50,3,20,1008.34,37.8,21.1,50,1.5,22
2018-03-21 19:42:00,1008.60,39.0,22.4,50,1,71,1008.34,37.6,21.1,51,1.5,22
2018-03-21 19:57:00,1008.50,39.0,22.0,50,3,80,1007.99,37.9,21.5,51,2.1,58
2018-03-21 20:12:00,1008.50,39.0,22.4,50,1,5,1007.99,37.9,21.5,51,2.1,58
2018-03-21 20:27:00,1008.50,39.0,22.4,50,3,355,1007.99,37.9,21.5,51,2.1,58
2018-03-21 20:43:00,1008.50,39.0,22.4,50,1,347,1007.99,37.9,21.5,51,2.1,58
2018-03-21 20:57:00,1008.70,39.0,22.4,50,2,0,1007.93,38.4,21.4,49,1.0,68
2018-03-21 21:12:00,1008.70,39.0,22.9,51,3,59,1007.93,38.4,21.3,49,1.0,68
2018-03-21 21:27:00,1008.60,39.0,23.3,53,0,24,1007.93,38.4,21.4,49,1.1,68
2018-03-21 21:42:00,1008.70,39.0,22.9,51,2,355,1007.93,38.4,21.3,49,1.0,68
2018-03-21 21:57:00,1008.80,39.0,23.8,53,0,0,1008.34,38.0,22.9,54,1.6,11
2018-03-21 22:12:00,1009.00,38.0,23.3,55,1,93,1008.34,38.0,22.9,54,1.6,46
2018-03-21 22:27:00,1009.20,38.0,23.3,55,0,49,1008.34,38.0,22.9,54,1.6,46
2018-03-21 22:42:00,1009.30,38.0,22.9,53,1,55,1008.34,38.0,22.9,54,1.6,46
2018-03-21 22:57:00,1009.40,38.0,23.3,55,2,17,1008.82,37.1,22.6,55,1.2,48
2018-03-21 23:12:00,1009.40,37.0,22.8,56,1,46,1008.82,37.1,22.7,55,1.2,48
2018-03-21 23:27:00,1009.50,37.0,22.8,56,0,0,1008.82,37.1,22.7,55,1.2,13
2018-03-21 23:42:00,1009.70,37.0,23.2,56,0,53,1008.82,37.1,22.6,55,1.2,48
2018-03-21 23:57:00,1009.80,37.0,23.2,56,0,30,,,,,,
2018-03-22 00:12:00,1009.80,37.0,23.6,57,0,18,1009.23,35.6,22.8,59,1.1,28
2018-03-22 00:27:00,1009.90,37.0,23.6,57,1,35,1009.23,35.6,22.8,59,1.1,28
2018-03-22 00:42:00,1010.00,37.0,24.0,58,0,42,1009.23,35.6,22.8,59,1.1,28
2018-03-22 00:57:00,1010.10,37.0,24.0,58,0,10,1009.45,36.1,22.6,57,1.1,18
2018-03-22 01:12:00,1010.00,37.0,24.4,59,1,49,1009.45,36.1,22.6,57,1.1,18
2018-03-22 01:27:00,1010.00,37.0,24.4,59,0,330,1009.45,36.1,22.6,57,1.1,18
2018-03-22 01:42:00,1009.90,37.0,24.4,59,0,55,1009.45,36.1,22.6,57,1.1,18
2018-03-22 01:57:00,1009.70,37.0,24.8,61,2,10,1009.17,36.3,22.9,58,1.3,26
2018-03-22 02:12:00,1009.60,37.0,24.8,61,0,0,1009.17,36.3,22.9,58,1.3,352
2018-03-22 02:27:00,1009.60,37.0,24.8,61,0,26,1009.17,36.3,22.9,58,1.3,26
2018-03-22 02:42:00,1009.60,37.0,25.2,62,2,32,1009.17,36.3,22.9,58,1.3,26
2018-03-22 02:57:00,1009.40,37.0,25.6,62,1,52,1008.87,36.7,24.0,59,1.1,23
2018-03-22 03:12:00,1009.20,37.0,26.0,63,2,42,1008.87,36.7,24.0,59,1.1,23
2018-03-22 03:27:00,1009.00,37.0,26.0,63,2,96,1008.87,36.7,24.0,59,1.1,23
2018-03-22 03:42:00,1009.00,37.0,26.4,65,0,38,1008.87,36.7,24.0,59,1.1,23
2018-03-22 03:57:00,1009.00,37.0,26.4,65,3,49,1008.43,36.6,24.8,61,2.0,44
2018-03-22 04:12:00,1008.90,37.0,26.4,65,1,11,1008.43,36.6,24.8,61,2.0,44
2018-03-22 04:27:00,1009.00,37.0,26.7,65,3,59,1008.43,36.6,24.8,61,2.0,44
2018-03-22 04:42:00,1009.10,37.0,26.7,65,4,22,1008.43,36.6,24.8,61,2.0,44
2018-03-22 04:58:00,1009.10,37.0,26.7,65,0,77,1008.56,36.3,24.9,62,2.0,26
2018-03-22 05:13:00,1009.20,36.0,26.1,66,2,67,1008.56,36.3,24.9,62,2.0,26
2018-03-22 05:28:00,1009.10,36.0,26.1,66,3,19,1008.56,36.3,24.9,62,2.0,26
2018-03-22 05:43:00,1009.20,36.0,26.5,67,0,0,1008.56,36.3,24.9,62,2.0,351
2018-03-22 05:58:00,1009.20,36.0,26.5,67,2,84,1008.62,35.6,24.5,63,1.9,46
2018-03-22 06:13:00,1009.10,36.0,26.1,66,3,22,1008.62,35.6,24.5,63,1.9,46
2018-03-22 06:28:00,1008.90,35.0,25.2,67,3,17,1008.62,35.6,24.5,63,1.9,46
2018-03-22 06:43:00,1008.70,35.0,24.8,66,4,32,1008.62,35.6,24.5,63,1.9,46
2018-03-22 06:58:00,1008.40,35.0,24.8,66,3,14,1007.87,34.5,22.7,61,3.1,36
2018-03-22 07:13:00,1008.20,34.0,23.5,64,5,9,1007.87,34.5,22.7,61,3.1,36
2018-03-22 07:28:00,1008.00,34.0,24.2,66,3,339,1007.87,34.5,22.7,61,3.1,36
2018-03-22 07:43:00,1007.70,34.0,23.9,65,4,327,1007.87,34.5,22.7,61,3.1,36
2018-03-22 07:58:00,1007.60,33.0,22.9,65,3,0,1007.29,33.2,22.0,63,2.3,33
2018-03-22 08:13:00,1007.40,33.0,22.9,65,2,343,1007.17,33.2,22.0,63,2.3,33
2018-03-22 08:28:00,1007.40,33.0,22.9,65,3,5,1007.17,33.2,22.0,63,2.3,33
2018-03-22 08:43:00,1007.40,32.0,21.9,66,2,18,1007.28,33.2,22.0,63,2.3,33
2018-03-22 08:58:00,1007.30,32.0,22.3,66,2,62,1006.79,32.3,21.7,64,3.2,25
2018-03-22 09:13:00,1007.20,32.0,22.3,66,3,15,1006.79,32.3,21.7,64,3.1,25
2018-03-22 09:28:00,1007.20,32.0,22.3,66,2,32,1006.79,32.3,21.7,64,3.1,25
2018-03-22 09:43:00,1007.20,32.0,22.6,67,4,90,1006.79,32.3,21.7,64,3.1,25
2018-03-22 09:58:00,1007.20,32.0,22.6,67,3,17,1006.69,31.6,21.7,66,3.0,16
2018-03-22 10:13:00,1007.30,32.0,22.6,67,5,52,1006.69,31.6,21.7,66,3.0,16
2018-03-22 10:28:00,1007.10,31.0,21.7,68,1,342,1006.69,31.6,21.7,66,3.0,16
2018-03-22 10:43:00,1007.00,31.0,21.7,68,4,348,1006.69,31.6,21.7,66,3.0,16
2018-03-22 10:58:00,1007.00,31.0,21.7,68,3,341,1006.43,30.9,21.7,68,3.1,29
2018-03-22 11:13:00,1006.90,31.0,21.7,68,2,323,1006.43,30.9,21.7,68,3.1,29
2018-03-22 11:28:00,1006.90,31.0,21.4,67,5,11,1006.43,30.9,21.7,68,3.1,29
2018-03-22 11:43:00,1006.70,32.0,22.3,66,4,17,1006.43,30.9,21.7,68,3.1,34
2018-03-22 11:59:00,1006.70,32.0,22.3,66,4,15,1006.17,31.7,21.8,66,2.4,9
2018-03-22 12:14:00,1006.60,32.0,22.3,66,1,351,1006.17,31.7,21.8,66,2.4,9
2018-03-22 12:29:00,1006.70,32.0,21.9,66,4,355,1006.17,31.7,21.8,66,2.4,9
2018-03-22 12:44:00,1006.40,32.0,22.6,67,4,25,1006.17,31.7,21.8,66,2.4,9
2018-03-22 12:59:00,1006.30,32.0,23.0,68,4,92,1005.96,32.1,21.8,65,2.4,45
2018-03-22 13:14:00,1006.40,32.0,22.6,67,2,330,1005.96,32.1,21.8,65,2.4,45
2018-03-22 13:29:00,1006.40,33.0,22.9,65,2,297,1005.96,32.1,21.8,65,2.4,45
2018-03-22 13:44:00,1006.30,33.0,22.5,65,5,55,1005.96,32.1,21.8,65,2.4,45
2018-03-22 13:59:00,1006.30,34.0,23.1,63,3,49,1005.81,33.4,21.8,62,3.0,20
2018-03-22 14:14:00,1006.20,34.0,22.8,63,4,5,1005.81,33.4,21.8,62,3.0,20
2018-03-22 14:29:00,1006.30,34.0,24.6,68,6,76,1005.81,33.4,21.8,62,3.0,20
2018-03-22 14:44:00,1006.30,34.0,24.9,69,3,44,1005.81,33.4,21.8,62,3.0,20
2018-03-22 14:59:00,1006.20,34.0,24.9,69,3,33,1005.78,33.9,24.0,66,2.4,13
2018-03-22 15:14:00,1006.00,34.0,24.9,69,2,355,1005.78,33.9,24.0,66,2.4,13
2018-03-22 15:29:00,1005.90,34.0,24.2,66,6,341,1005.78,33.9,23.9,66,2.3,48
2018-03-22 15:44:00,1005.60,36.0,25.4,64,5,5,1005.78,33.9,23.9,66,2.3,48
2018-03-22 15:59:00,1005.40,36.0,24.3,61,5,331,1004.90,36.0,24.2,61,3.3,356
2018-03-22 16:14:00,1005.20,38.0,25.4,60,2,355,1004.90,35.8,24.2,62,3.3,356
2018-03-22 16:29:00,1005.10,39.0,25.9,58,2,355,1004.90,35.8,24.2,62,3.3,356
2018-03-22 16:44:00,1005.10,38.0,25.0,58,5,312,1005.01,35.8,24.2,62,3.3,356
2018-03-22 16:59:00,1005.10,38.0,25.4,60,5,346,1004.65,37.9,24.4,58,3.8,18
2018-03-22 17:14:00,1005.00,38.0,25.0,58,2,319,1004.65,37.9,24.4,58,3.8,18
2018-03-22 17:29:00,1005.10,39.0,25.5,57,6,38,1004.65,37.9,24.4,58,3.8,18
2018-03-22 17:44:00,1005.10,39.0,25.9,58,4,0,1004.65,37.7,24.4,58,3.8,18
2018-03-22 17:59:00,1005.30,39.0,26.7,61,1,320,1004.61,38.4,25.0,58,2.9,32
2018-03-22 18:14:00,1005.20,39.0,25.5,57,1,300,1004.58,38.4,25.0,58,2.9,32
2018-03-22 18:29:00,1005.10,40.0,24.7,53,3,5,1004.58,38.4,25.0,58,2.9,32
2018-03-22 18:44:00,1005.00,41.0,24.7,52,4,65,1004.61,38.4,25.0,58,3.0,47
2018-03-22 18:59:00,1005.10,41.0,24.7,52,4,100,1004.52,39.4,24.1,53,3.2,30
2018-03-22 19:14:00,1005.20,41.0,24.7,52,2,22,1004.52,39.4,24.1,53,3.2,30
2018-03-22 19:29:00,1005.20,41.0,24.3,50,1,34,1004.52,39.4,24.1,53,3.1,30
2018-03-22 19:44:00,1005.20,41.0,23.8,49,0,49,1004.52,39.4,24.1,53,3.1,30
2018-03-22 19:59:00,1005.20,41.0,23.8,49,0,350,1004.56,40.9,23.5,49,2.3,24
2018-03-22 20:14:00,1005.30,42.0,24.7,49,1,297,1004.56,40.9,23.5,49,2.3,24
2018-03-22 20:29:00,1005.50,42.0,24.2,48,1,322,1004.56,40.9,23.5,49,2.3,24
2018-03-22 20:44:00,1005.50,42.0,24.7,49,0,340,1004.56,40.9,23.5,49,2.3,24
2018-03-22 20:59:00,1005.60,42.0,24.2,48,0,296,1005.07,41.6,24.6,50,2.1,350
2018-03-22 21:14:00,1005.90,43.0,24.7,48,3,325,1005.07,41.6,24.6,50,2.1,350
2018-03-22 21:29:00,1006.00,43.0,25.2,48,4,315,1005.07,41.6,24.6,50,2.1,350
2018-03-22 21:44:00,1006.20,42.0,24.2,48,4,317,1005.07,41.6,24.6,50,2.1,350
2018-03-22 21:59:00,1006.30,42.0,24.2,48,5,300,1005.80,40.8,24.3,51,2.4,334
2018-03-22 22:14:00,1006.60,42.0,24.7,49,3,329,1005.80,40.8,24.3,51,2.4,334
2018-03-22 22:29:00,1006.90,41.0,24.3,50,2,317,1005.80,40.8,24.3,51,2.4,334
2018-03-22 22:44:00,1007.20,41.0,24.3,50,4,326,1005.80,40.8,24.3,51,2.4,334
2018-03-22 22:59:00,1007.50,41.0,24.7,52,2,344,1006.81,40.1,24.3,52,2.5,352
2018-03-22 23:14:00,1007.70,41.0,24.7,52,1,0,1006.81,40.1,24.3,52,2.5,352
2018-03-22 23:29:00,1007.90,40.0,24.3,53,0,334,1006.81,40.1,24.3,52,2.5,352
2018-03-22 23:44:00,1008.10,40.0,24.7,53,1,336,1006.81,40.1,24.3,52,2.5,352
2018-03-22 23:59:00,1008.50,40.0,24.7,53,2,320,,,,,,
2018-03-23 00:14:00,1008.70,40.0,25.1,54,0,317,1007.78,38.8,23.6,54,1.8,339
2018-03-23 00:29:00,1009.00,39.0,25.5,57,0,0,1007.78,38.8,23.6,54,1.8,305
2018-03-23 00:44:00,1009.20,38.0,25.8,60,2,316,1007.78,38.8,23.6,54,1.8,339
2018-03-23 00:59:00,1009.30,38.0,25.8,60,3,330,1008.78,37.2,24.9,60,1.6,350
2018-03-23 01:14:00,1009.50,38.0,25.8,60,3,327,1008.78,37.2,24.9,60,1.6,350
2018-03-23 01:29:00,1009.60,37.0,25.2,62,3,5,1008.78,37.2,24.9,60,1.6,350
2018-03-23 01:45:00,1009.70,37.0,25.2,62,3,342,1008.78,37.2,24.9,60,1.6,350
2018-03-23 02:00:00,1009.80,37.0,26.0,63,1,331,1009.31,35.6,24.4,63,1.8,306
2018-03-23 02:15:00,1009.90,36.0,25.0,63,2,350,1009.31,35.6,24.4,63,1.8,306
2018-03-23 02:30:00,1010.00,36.0,25.4,64,2,309,1009.31,35.6,24.4,63,1.8,306
2018-03-23 02:45:00,1010.00,35.0,24.8,66,2,346,1009.31,35.6,24.4,63,1.8,306
2018-03-23 03:00:00,1010.00,35.0,24.8,66,1,0,1009.45,34.2,24.2,66,1.5,333
2018-03-23 03:15:00,1010.10,35.0,25.2,67,2,324,1009.45,34.2,24.2,66,1.5,333
2018-03-23 03:30:00,1010.10,34.0,24.6,68,1,302,1009.58,34.2,24.2,66,1.5,333
2018-03-23 03:45:00,1010.00,34.0,24.6,68,1,309,1009.58,34.2,24.2,66,1.5,333
2018-03-23 04:00:00,1010.00,34.0,24.9,69,1,325,1009.57,32.4,23.3,68,1.4,337
2018-03-23 04:15:00,1010.30,33.0,24.0,69,2,290,1009.57,32.4,23.3,68,1.4,337
2018-03-23 04:30:00,1010.20,33.0,24.3,69,4,343,1009.57,32.4,23.3,68,1.4,337
2018-03-23 04:45:00,1010.20,33.0,24.3,69,2,326,1009.57,32.4,23.3,68,1.4,337
2018-03-23 05:00:00,1010.20,33.0,24.3,69,1,339,1009.67,31.0,22.7,70,1.4,323
2018-03-23 05:15:00,1010.30,32.0,23.3,69,0,0,1009.67,31.0,22.7,70,1.4,288
2018-03-23 05:30:00,1010.20,32.0,23.7,71,1,323,1009.67,31.0,22.7,70,1.4,323
2018-03-23 05:45:00,1010.20,31.0,23.4,73,0,0,1009.67,31.0,22.7,70,1.4,288
2018-03-23 06:00:00,1010.40,31.0,23.4,73,0,0,1009.76,29.8,22.6,74,0.6,288
2018-03-23 06:15:00,1010.30,31.0,23.4,73,1,324,1009.76,29.8,22.6,74,0.6,323
2018-03-23 06:30:00,1010.30,30.0,22.4,72,0,0,1009.76,29.8,22.6,74,0.6,288
2018-03-23 06:45:00,1010.30,31.0,23.1,72,2,330,1009.76,29.8,22.7,74,0.6,323
2018-03-23 07:00:00,1010.30,31.0,22.7,71,1,273,1010.03,29.1,22.0,74,1.4,307
2018-03-23 07:15:00,1010.40,30.0,21.8,71,0,319,1010.03,29.1,22.0,74,1.4,307
2018-03-23 07:30:00,1010.40,30.0,21.4,69,1,355,1010.03,29.1,22.0,74,1.4,307
2018-03-23 07:45:00,1010.40,30.0,20.7,68,1,308,1010.03,29.1,22.0,74,1.4,307
2018-03-23 08:00:00,1010.50,31.0,21.4,67,2,302,1010.03,28.6,21.0,72,0.4,314
2018-03-23 08:15:00,1010.50,31.0,21.0,65,0,294,1010.03,28.6,20.9,72,0.4,314
2018-03-23 08:30:00,1010.80,30.0,20.4,66,0,355,1010.03,28.6,20.9,72,0.4,314
2018-03-23 08:45:00,1011.00,30.0,20.7,68,0,0,1010.03,28.6,20.9,72,0.4,279
2018-03-23 09:00:00,1011.20,29.0,20.5,69,0,0,1010.72,27.5,19.8,72,0.8,290
2018-03-23 09:15:00,1011.30,29.0,20.8,71,0,329,1010.72,27.5,19.8,72,0.8,325
2018-03-23 09:30:00,1011.60,29.0,20.8,71,0,330,1010.72,27.5,19.8,72,0.8,325
2018-03-23 09:45:00,1011.70,28.0,19.8,70,0,328,1010.72,27.5,19.8,72,0.8,325
2018-03-23 10:00:00,1011.80,28.0,19.5,69,0,336,1011.39,27.0,19.6,73,0.2,84
2018-03-23 10:15:00,1012.00,28.0,19.8,70,0,329,1011.39,27.0,19.6,73,0.2,84
2018-03-23 10:31:00,1012.00,28.0,20.2,71,0,336,1011.39,27.0,19.6,73,0.2,84
2018-03-23 10:46:00,1012.10,28.0,20.2,71,1,5,1011.39,27.0,19.6,73,0.2,84
2018-03-23 11:01:00,1012.30,28.0,19.8,70,2,323,1011.83,26.6,18.9,72,0.7,334
2018-03-23 11:16:00,1012.60,29.0,20.8,71,1,325,1011.83,26.6,18.9,72,0.7,334
2018-03-23 11:31:00,1012.80,29.0,20.5,69,2,11,1011.83,26.6,18.9,72,0.7,334
