"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2018-12-08 17:46:00,1026.70,21.0,0.5,40,0,0,1028.20,21.7,-1.8,34,1.5,306
2018-12-08 18:01:00,1026.70,22.0,-1.4,34,0,0,1027.58,23.3,-2.2,31,1.9,279
2018-12-08 18:16:00,1026.70,22.0,-0.2,37,0,0,1027.58,23.3,-2.3,31,1.9,279
2018-12-08 18:32:00,1026.70,22.0,-1.4,34,0,0,1027.58,23.3,-2.3,31,1.9,279
2018-12-08 18:45:00,1026.60,22.0,-2.0,33,0,0,1027.58,23.3,-1.6,32,1.9,279
2018-12-08 19:00:00,1026.60,22.0,-0.2,37,0,0,1027.47,23.1,-4.3,29,2.1,312
2018-12-08 19:16:00,1026.60,22.0,0.9,38,0,0,1027.47,23.1,-4.3,29,2.1,312
2018-12-08 19:30:00,1026.60,21.0,-1.1,37,0,0,1027.47,23.1,-2.7,31,2.1,312
2018-12-08 19:45:00,1026.60,21.0,-2.3,34,0,0,1027.47,23.1,-3.5,30,2.1,312
2018-12-08 20:00:00,1026.70,20.0,-2.0,36,0,0,1027.62,21.5,-2.9,33,1.6,304
2018-12-08 20:15:00,1026.90,20.0,-0.9,38,0,0,1027.62,21.5,-2.7,33,1.6,304
2018-12-08 20:31:00,1026.80,19.0,-0.8,40,0,0,1027.62,21.5,-2.7,33,1.6,304
2018-12-08 20:46:00,1026.90,18.0,-1.2,41,0,0,1027.62,21.5,-3.5,32,1.6,304
2018-12-08 21:01:00,1027.10,18.0,0.3,44,0,0,1028.09,19.5,-2.7,36,1.0,336
2018-12-08 21:15:00,1027.20,17.0,-0.6,45,0,0,1028.09,19.5,-2.7,36,1.0,336
2018-12-08 21:31:00,1027.40,16.0,-1.1,45,0,0,1028.09,19.5,-2.7,36,1.0,336
2018-12-08 21:46:00,1027.50,16.0,-0.2,47,0,0,1028.09,19.5,-2.7,36,1.0,336
2018-12-08 22:01:00,1027.80,15.0,-1.1,48,0,0,1028.75,17.7,-3.1,38,1.3,320
2018-12-08 22:16:00,1027.90,15.0,-0.2,49,0,0,1028.75,17.7,-3.2,38,1.3,320
2018-12-08 22:32:00,1028.30,15.0,1.4,54,0,0,1028.75,17.7,-3.2,38,1.3,320
2018-12-08 22:46:00,1028.30,14.0,1.2,56,0,0,1028.75,17.7,-2.5,39,1.3,320
2018-12-08 23:00:00,1028.30,14.0,0.1,53,0,0,1029.46,15.9,-0.6,47,0.4,47
2018-12-08 23:15:00,1028.50,14.0,0.1,53,0,0,1029.46,15.9,-0.6,47,0.4,47
2018-12-08 23:30:00,1028.60,14.0,0.1,53,0,0,1029.46,15.9,-0.8,46,0.4,47
2018-12-08 23:45:00,1028.90,14.0,0.8,55,0,0,1029.46,15.9,-0.8,46,0.4,47
2018-12-09 00:00:00,1028.90,14.0,0.8,55,0,0,1030.05,14.5,-0.8,49,0.8,100
2018-12-09 00:15:00,1029.00,13.0,1.0,58,0,0,1030.05,14.5,-0.8,49,0.8,100
2018-12-09 00:31:00,1029.10,12.0,1.2,61,0,0,1030.05,14.5,-0.8,49,0.8,100
2018-12-09 00:45:00,1029.40,13.0,1.0,58,0,0,1030.05,14.5,-0.1,51,0.8,100
2018-12-09 01:01:00,1029.40,13.0,1.4,58,0,0,1030.43,13.1,0.9,57,0.9,96
2018-12-09 01:16:00,1029.50,12.0,1.5,62,0,0,1030.43,13.1,0.9,57,0.9,96
2018-12-09 01:31:00,1029.40,12.0,1.2,61,0,0,1030.43,13.1,0.9,57,0.9,96
2018-12-09 01:46:00,1029.40,11.0,-0.1,60,0,0,1030.43,13.1,0.5,56,0.9,96
2018-12-09 02:01:00,1029.80,11.0,0.2,61,0,0,1030.79,11.9,0.4,59,0.4,117
2018-12-09 02:16:00,1029.90,11.0,1.2,63,0,0,1030.79,11.9,0.4,59,0.4,117
2018-12-09 02:30:00,1030.10,10.0,0.6,65,0,0,1030.79,11.9,0.4,59,0.4,117
2018-12-09 02:45:00,1030.00,10.0,0.6,65,0,0,1030.79,11.9,0.4,59,0.4,117
2018-12-09 03:00:00,1029.90,9.0,0.6,67,0,0,1030.69,11.5,1.4,63,0.7,105
2018-12-09 03:15:00,1029.70,9.0,0.9,68,0,0,1030.69,11.5,1.4,63,0.7,105
2018-12-09 03:30:00,1029.40,8.0,0.6,71,0,0,1030.69,11.5,1.4,63,0.7,105
2018-12-09 03:46:00,1029.20,8.0,1.2,72,0,0,1030.69,11.5,1.4,63,0.7,105
2018-12-09 04:00:00,1029.30,7.0,0.5,73,0,0,1030.35,9.2,2.0,71,0.7,86
2018-12-09 04:16:00,1029.20,7.0,1.6,78,0,0,1030.35,9.2,2.0,71,0.7,86
2018-12-09 04:30:00,1029.30,7.0,1.6,78,0,0,1030.35,9.2,2.0,71,0.7,86
2018-12-09 04:46:00,1029.30,7.0,1.6,78,0,0,1030.35,9.2,2.0,71,0.7,86
2018-12-09 05:00:00,1029.30,6.0,0.9,78,0,0,1030.07,8.1,2.2,76,0.8,61
2018-12-09 05:16:00,1028.90,5.0,0.2,80,0,0,1030.07,8.1,2.2,76,0.8,61
2018-12-09 05:30:00,1029.10,5.0,0.7,81,0,0,1030.07,8.1,2.2,76,0.8,61
2018-12-09 05:46:00,1028.70,4.0,0.0,83,0,0,1030.07,8.1,2.2,76,0.8,61
2018-12-09 06:02:00,1028.70,5.0,1.2,83,0,0,1029.87,7.0,2.4,80,0.7,66
2018-12-09 06:16:00,1028.80,6.0,2.2,84,0,0,1029.87,7.0,2.4,80,0.7,66
2018-12-09 06:31:00,1028.80,6.0,2.7,85,0,0,1029.87,7.0,2.4,80,0.7,66
2018-12-09 06:46:00,1029.00,7.0,2.7,82,0,0,1029.87,7.0,2.4,80,0.7,66
2018-12-09 07:01:00,1029.20,7.0,2.2,80,0,0,1030.07,8.2,3.2,79,0.5,21
2018-12-09 07:17:00,1028.90,8.0,3.7,82,0,0,1030.07,8.2,3.2,79,0.5,21
2018-12-09 07:31:00,1029.20,8.0,3.4,80,0,0,1030.07,8.2,3.2,79,0.5,21
2018-12-09 07:45:00,1029.00,8.0,3.1,79,0,0,1030.07,8.2,3.2,79,0.5,21
2018-12-09 08:00:00,1029.10,8.0,3.1,79,0,0,1029.99,8.2,3.8,81,0.6,39
2018-12-09 08:15:00,1029.00,8.0,3.4,80,0,0,1029.99,8.2,3.8,81,0.6,39
2018-12-09 08:30:00,1028.80,8.0,3.9,83,0,0,1029.99,8.2,3.8,81,0.6,39
2018-12-09 08:45:00,1028.80,7.0,3.0,83,0,0,1029.99,8.2,3.8,81,0.6,39
2018-12-09 09:00:00,1028.60,7.0,3.2,84,0,0,1029.70,7.8,3.9,83,0.8,73
2018-12-09 09:15:00,1028.60,7.0,3.2,84,0,0,1029.70,7.8,3.9,83,0.8,73
2018-12-09 09:30:00,1028.70,7.0,3.7,86,0,0,1029.70,7.8,3.9,83,0.8,73
2018-12-09 09:45:00,1028.50,7.0,3.7,86,0,0,1029.70,7.8,3.9,83,0.8,73
2018-12-09 10:00:00,1028.30,6.0,2.7,85,0,0,1029.35,7.0,3.7,85,0.7,71
2018-12-09 10:15:00,1028.30,6.0,3.0,87,0,0,1029.35,7.0,3.7,85,0.7,71
2018-12-09 10:30:00,1028.30,5.0,2.2,88,0,0,1029.35,7.0,3.7,85,0.7,71
2018-12-09 10:45:00,1028.40,6.0,3.5,89,0,0,1029.35,7.0,3.7,85,0.7,71
2018-12-09 11:00:00,1028.40,5.0,2.5,88,0,0,1029.14,6.0,3.1,87,0.8,60
2018-12-09 11:15:00,1028.10,5.0,2.5,88,0,0,1029.13,6.0,3.1,87,0.8,60
2018-12-09 11:30:00,1028.00,5.0,2.5,88,0,0,1029.13,6.0,3.1,87,0.8,60
2018-12-09 11:45:00,1027.90,5.0,2.5,88,0,0,1029.14,6.0,3.1,87,0.8,60
2018-12-09 12:00:00,1027.80,4.0,1.5,89,0,0,1028.69,6.3,3.7,88,0.7,60
2018-12-09 12:15:00,1027.50,3.0,0.3,88,0,0,1028.69,6.3,3.7,88,0.7,60
2018-12-09 12:30:00,1027.60,3.0,0.8,90,0,0,1028.69,6.3,3.7,88,0.7,60
2018-12-09 12:46:00,1027.80,4.0,1.7,89,0,0,1028.69,6.3,3.7,88,0.7,60
2018-12-09 13:00:00,1027.90,4.0,1.7,89,0,0,1028.77,9.4,6.2,86,0.7,64
2018-12-09 13:15:00,1027.90,5.0,2.7,89,0,0,1028.77,9.4,6.2,86,0.7,64
2018-12-09 13:31:00,1027.80,7.0,4.9,91,0,0,1028.77,9.4,6.2,86,0.7,64
2018-12-09 13:46:00,1027.90,8.0,5.9,91,0,0,1028.77,9.5,6.2,85,0.7,64
2018-12-09 14:01:00,1027.60,11.0,8.9,91,0,0,1028.44,16.2,11.1,79,0.2,71
2018-12-09 14:15:00,1027.40,15.0,11.8,86,0,0,1028.44,16.2,11.1,79,0.2,71
2018-12-09 14:31:00,1027.20,17.0,12.2,81,0,0,1028.44,16.2,11.1,79,0.2,71
2018-12-09 14:46:00,1027.20,19.0,12.7,76,0,0,1028.44,16.2,11.1,79,0.2,71
2018-12-09 15:02:00,1027.30,21.0,14.0,74,0,0,1027.89,23.2,13.3,65,0.5,198
2018-12-09 15:16:00,1027.00,22.0,13.4,68,0,0,1027.89,23.2,13.3,65,0.5,198
2018-12-09 15:32:00,1026.70,23.0,14.0,68,0,0,1027.89,23.1,13.3,65,0.5,198
2018-12-09 15:47:00,1026.30,25.0,14.6,64,0,0,1027.92,23.1,13.3,65,0.5,198
2018-12-09 16:00:00,1025.80,25.0,13.5,61,0,346,1026.36,26.3,13.3,57,0.8,271
2018-12-09 16:15:00,1025.40,26.0,13.7,58,0,0,1026.32,26.3,13.3,57,0.8,236
2018-12-09 16:30:00,1024.90,27.0,14.2,58,0,0,1026.29,26.3,13.3,57,0.8,236
2018-12-09 16:45:00,1024.50,28.0,15.2,58,0,0,1026.15,26.3,13.3,57,0.8,236
2018-12-09 17:00:00,1024.20,28.0,13.9,55,0,0,1024.90,28.4,13.7,53,0.9,213
2018-12-09 17:30:00,1023.50,29.0,14.0,53,0,121,1024.95,28.4,13.7,53,0.9,248
2018-12-09 17:45:00,1023.40,28.0,13.5,54,0,0,1024.95,28.4,13.7,53,0.9,213
2018-12-09 18:01:00,1023.10,28.0,13.9,55,0,0,1023.73,29.3,13.6,51,0.8,171
2018-12-09 18:15:00,1022.70,29.0,14.9,54,0,156,1023.80,29.3,13.7,51,0.8,206
2018-12-09 18:30:00,1022.50,29.0,14.5,53,0,0,1023.80,29.3,13.7,51,0.8,171
2018-12-09 18:46:00,1022.20,29.0,14.5,53,0,0,1023.80,29.3,13.7,51,0.8,171
2018-12-09 19:01:00,1022.00,29.0,14.9,54,0,0,1022.88,29.6,15.1,54,0.8,120
2018-12-09 19:15:00,1022.00,29.0,15.7,57,0,0,1022.88,29.6,15.0,54,0.8,120
2018-12-09 19:31:00,1021.80,28.0,15.6,59,0,0,1022.88,29.6,15.1,54,0.8,120
2018-12-09 19:46:00,1021.50,28.0,15.9,59,0,0,1022.88,29.6,15.0,54,0.8,120
2018-12-09 20:01:00,1021.40,28.0,16.7,62,0,0,1022.22,29.4,16.3,57,0.3,204
2018-12-09 20:16:00,1021.40,27.0,16.1,63,0,0,1022.22,29.4,16.3,57,0.3,204
2018-12-09 20:31:00,1021.20,27.0,16.8,65,0,0,1022.22,29.4,16.3,57,0.3,204
2018-12-09 20:46:00,1021.00,27.0,16.8,65,0,0,1022.26,29.4,16.3,57,0.3,204
2018-12-09 21:01:00,1020.80,27.0,17.2,66,0,0,1021.51,27.3,16.8,64,0.3,8
2018-12-09 21:16:00,1020.70,25.0,16.6,69,0,0,1021.51,27.3,16.8,64,0.3,8
2018-12-09 21:31:00,1020.60,25.0,17.3,72,0,0,1021.51,27.3,16.8,64,0.3,8
2018-12-09 21:47:00,1020.40,24.0,16.9,74,0,0,1021.53,27.3,16.8,64,0.3,8
2018-12-09 22:02:00,1020.10,23.0,16.6,75,0,0,1020.91,24.3,16.3,70,0.9,34
2018-12-09 22:17:00,1020.00,22.0,16.2,78,0,0,1020.91,24.3,16.3,70,0.9,34
2018-12-09 22:31:00,1019.90,22.0,15.9,76,0,0,1020.91,24.3,16.3,70,0.9,34
2018-12-09 22:45:00,1019.70,21.0,15.5,79,0,0,1020.91,24.3,16.3,70,0.9,34
2018-12-09 22:46:00,1019.60,21.0,15.5,79,0,0,1020.91,24.3,16.3,70,0.9,34
2018-12-09 23:00:00,1019.70,21.0,16.1,80,0,0,1020.43,22.6,16.2,76,1.1,39
2018-12-09 23:15:00,1019.50,20.0,15.4,82,0,0,1020.43,22.6,16.2,76,1.1,39
2018-12-09 23:30:00,1019.30,20.0,16.0,84,0,0,1020.43,22.6,16.2,76,1.1,39
2018-12-09 23:45:00,1019.20,20.0,16.0,84,0,0,1020.43,22.6,16.2,76,1.1,39
2018-12-10 00:00:00,1018.90,21.0,16.7,82,0,0,1019.85,22.3,16.2,77,1.1,39
2018-12-10 00:15:00,1018.80,21.0,16.9,84,0,0,1019.85,22.3,16.2,77,1.1,39
2018-12-10 00:30:00,1018.70,21.0,16.9,84,0,0,1019.85,22.3,16.2,77,1.1,39
2018-12-10 00:45:00,1018.70,20.0,16.0,84,0,0,1019.85,22.3,16.2,77,1.1,39
2018-12-10 01:00:00,1018.50,20.0,16.5,86,0,0,1019.38,21.1,16.2,81,1.1,38
2018-12-10 01:15:00,1018.40,21.0,17.5,85,0,0,1019.38,21.1,16.2,81,1.1,38
2018-12-10 01:30:00,1018.30,20.0,16.2,84,0,0,1019.38,21.1,16.2,81,1.1,38
2018-12-10 01:45:00,1018.40,20.0,16.5,86,0,0,1019.38,21.1,16.2,81,1.1,38
2018-12-10 02:00:00,1018.20,19.0,15.5,86,0,0,1019.00,20.6,16.5,84,1.1,46
2018-12-10 02:16:00,1018.20,19.0,15.5,86,0,0,1019.00,20.6,16.5,84,1.1,46
2018-12-10 02:30:00,1017.80,19.0,15.8,86,0,0,1019.00,20.6,16.5,84,1.1,46
2018-12-10 02:45:00,1017.50,19.0,16.0,87,0,0,1019.00,20.6,16.5,84,1.1,46
2018-12-10 03:00:00,1017.20,19.0,16.0,87,0,0,1018.38,20.0,15.9,84,0.7,26
2018-12-10 03:15:00,1017.30,20.0,16.8,87,0,0,1018.38,20.0,15.9,84,0.7,26
2018-12-10 03:30:00,1017.40,20.0,17.3,88,0,0,1018.38,20.0,15.9,84,0.7,26
2018-12-10 03:45:00,1017.30,20.0,17.0,88,0,0,1018.38,20.0,15.9,84,0.7,26
2018-12-10 04:01:00,1017.20,19.0,16.0,87,0,0,1018.36,19.1,15.2,84,0.7,36
2018-12-10 04:15:00,1017.20,19.0,16.3,88,0,0,1018.36,19.1,15.2,84,0.7,36
2018-12-10 04:31:00,1017.40,18.0,15.6,89,0,0,1018.36,19.1,15.2,84,0.7,36
2018-12-10 04:45:00,1017.40,18.0,15.6,89,0,0,1018.36,19.1,15.2,84,0.7,36
2018-12-10 05:00:00,1017.30,18.0,15.6,89,0,0,1018.30,17.8,14.6,87,0.7,33
2018-12-10 05:15:00,1017.20,17.0,14.8,91,0,0,1018.30,17.8,14.6,87,0.7,33
2018-12-10 05:31:00,1017.20,17.0,14.8,91,0,0,1018.30,17.8,14.6,87,0.7,33
2018-12-10 05:46:00,1017.00,17.0,15.1,92,0,0,1018.30,17.8,14.6,87,0.7,33
2018-12-10 06:01:00,1016.90,17.0,15.1,92,0,0,1018.07,17.1,14.5,89,0.8,46
2018-12-10 06:16:00,1016.90,17.0,15.3,92,0,0,1018.07,17.1,14.5,89,0.8,46
2018-12-10 06:31:00,1017.00,17.0,15.1,92,0,0,1018.07,17.1,14.5,89,0.8,46
2018-12-10 06:46:00,1017.10,16.0,14.1,92,0,0,1018.07,17.1,14.5,89,0.8,46
2018-12-10 07:02:00,1017.00,16.0,14.1,92,0,0,1017.90,15.9,14.0,92,1.0,45
2018-12-10 07:16:00,1016.80,17.0,15.1,92,0,0,1017.90,15.9,14.1,92,1.0,45
2018-12-10 07:31:00,1016.70,17.0,14.6,89,0,0,1017.90,15.9,14.1,92,1.0,45
2018-12-10 07:46:00,1016.60,16.0,14.1,92,0,0,1017.90,15.9,14.0,92,1.0,45
2018-12-10 08:01:00,1016.40,16.0,14.1,92,0,0,1017.49,15.2,13.3,92,0.7,67
2018-12-10 08:16:00,1016.30,15.0,13.1,91,0,0,1017.49,15.2,13.3,92,0.7,67
2018-12-10 08:31:00,1016.00,15.0,13.1,91,0,0,1017.49,15.2,13.3,92,0.7,67
2018-12-10 08:45:00,1016.10,13.0,10.9,91,0,0,1017.49,15.2,13.3,92,0.7,67
2018-12-10 09:00:00,1016.20,13.0,11.1,91,0,0,1017.40,13.9,12.2,92,0.7,77
2018-12-10 09:15:00,1016.30,13.0,11.4,93,0,0,1017.40,13.9,12.2,92,0.7,77
2018-12-10 09:30:00,1016.40,13.0,11.6,94,0,0,1017.40,13.9,12.2,92,0.7,77
2018-12-10 09:45:00,1016.60,13.0,11.6,94,0,0,1017.40,13.9,12.2,92,0.7,77
2018-12-10 10:00:00,1016.70,13.0,11.4,93,0,0,1017.96,13.7,12.1,93,0.5,77
2018-12-10 10:15:00,1016.90,12.0,10.4,92,0,0,1017.96,13.7,12.1,93,0.5,77
2018-12-10 10:30:00,1017.10,12.0,10.4,92,0,0,1017.96,13.7,12.1,93,0.5,77
2018-12-10 10:45:00,1017.10,12.0,10.4,92,0,0,1017.96,13.7,12.1,93,0.5,77
2018-12-10 11:00:00,1017.40,12.0,10.4,92,0,0,1018.36,12.9,11.4,93,0.7,89
2018-12-10 11:15:00,1017.40,11.0,9.4,92,0,0,1018.36,12.9,11.4,93,0.7,89
2018-12-10 11:30:00,1017.50,11.0,9.4,92,0,0,1018.36,12.9,11.4,93,0.7,89
2018-12-10 11:45:00,1017.40,10.0,8.4,93,0,0,1018.36,12.9,11.4,93,0.7,89
2018-12-10 12:00:00,1017.60,10.0,8.4,93,0,0,1018.61,13.2,11.6,93,0.7,107
2018-12-10 12:15:00,1017.60,10.0,8.4,93,0,0,1018.61,13.2,11.6,93,0.7,107
2018-12-10 12:30:00,1017.80,10.0,8.2,92,0,0,1018.61,13.2,11.6,93,0.7,107
2018-12-10 12:45:00,1017.80,10.0,8.4,93,0,0,1018.61,13.2,11.6,93,0.7,107
2018-12-10 13:00:00,1018.00,11.0,9.6,94,0,0,1019.08,16.3,14.1,90,1.1,11
2018-12-10 13:15:00,1018.20,12.0,10.4,92,0,0,1019.08,17.4,14.1,86,1.1,11
2018-12-10 13:30:00,1018.30,13.0,11.4,93,0,0,1019.08,17.4,14.1,86,1.3,9
2018-12-10 13:45:00,1018.60,15.0,13.6,93,0,0,1019.08,17.2,14.1,87,1.2,10
2018-12-10 14:01:00,1018.50,19.0,16.3,88,0,0,1019.63,22.8,15.7,73,1.9,345
2018-12-10 14:16:00,1018.60,21.0,16.1,80,1,287,1019.63,22.8,15.7,73,2.3,22
2018-12-10 14:30:00,1018.90,22.0,15.6,75,0,0,1019.63,22.8,15.7,73,2.5,358
2018-12-10 14:46:00,1018.90,23.0,15.3,71,0,0,1019.63,22.8,15.7,73,2.4,342
2018-12-10 15:01:00,1019.00,24.0,14.7,67,2,0,1019.68,26.1,14.6,61,4.0,17
2018-12-10 15:15:00,1019.00,24.0,14.3,66,0,0,1019.68,26.1,14.6,61,4.0,342
2018-12-10 15:32:00,1018.60,25.0,14.6,64,0,0,1019.68,26.1,14.4,60,3.6,338
2018-12-10 15:47:00,1018.60,25.0,13.1,59,0,0,1019.68,26.1,14.2,60,3.9,345
2018-12-10 16:03:00,1018.40,26.0,12.9,56,2,84,1019.34,26.6,11.9,53,3.2,28
2018-12-10 16:15:00,1018.30,26.0,12.5,55,0,318,1019.34,26.6,11.9,53,3.3,33
2018-12-10 16:30:00,1018.30,26.0,11.7,53,2,1,1019.34,26.6,11.9,53,3.1,29
2018-12-10 16:45:00,1018.20,26.0,10.8,52,0,0,1019.34,26.6,11.9,53,2.5,353
2018-12-10 17:00:00,1018.00,27.0,11.8,52,0,126,1018.92,27.0,10.4,48,2.2,346
2018-12-10 17:15:00,1018.00,27.0,11.8,52,0,306,1018.92,27.0,10.4,48,2.2,346
2018-12-10 17:30:00,1018.00,26.0,10.8,52,0,0,1018.92,27.0,10.4,48,2.3,305
2018-12-10 17:45:00,1017.90,26.0,10.4,50,0,0,1018.92,27.0,10.4,48,2.1,328
2018-12-10 18:00:00,1017.80,26.0,10.4,50,0,0,1018.77,27.2,8.7,44,3.1,328
2018-12-10 18:15:00,1017.70,26.0,9.9,49,0,68,1018.77,27.2,8.7,44,3.2,2
2018-12-10 18:30:00,1017.60,26.0,9.9,49,0,0,1018.77,27.2,8.8,45,3.1,327
2018-12-10 18:45:00,1017.80,26.0,10.4,50,1,101,1018.77,27.2,9.2,45,2.6,9
2018-12-10 19:00:00,1017.80,26.0,9.9,49,0,0,1018.97,27.2,9.4,46,2.6,334
2018-12-10 19:15:00,1018.00,25.0,9.5,51,0,83,1018.97,27.2,8.8,45,2.8,16
2018-12-10 19:30:00,1018.10,25.0,10.3,52,0,0,1018.97,27.2,9.0,45,2.6,337
2018-12-10 19:45:00,1018.30,25.0,10.7,54,0,0,1018.97,27.2,9.4,46,2.3,335
2018-12-10 20:00:00,1018.30,25.0,10.7,54,0,0,1019.41,25.7,8.7,47,1.3,1
2018-12-10 20:15:00,1018.50,24.0,10.6,56,0,0,1019.41,25.7,9.0,48,1.3,19
2018-12-10 20:30:00,1018.50,24.0,11.0,56,0,0,1019.41,25.7,9.0,48,1.4,17
2018-12-10 20:45:00,1018.70,24.0,11.4,57,0,0,1019.41,25.7,9.0,48,1.4,17
2018-12-10 21:00:00,1018.90,23.0,10.8,59,0,0,1020.01,23.9,8.8,51,1.2,347
2018-12-10 21:15:00,1019.00,22.0,10.6,61,0,0,1020.01,23.9,8.8,51,1.2,347
2018-12-10 21:30:00,1019.20,21.0,9.7,60,0,0,1020.01,23.9,8.8,51,1.2,347
2018-12-10 21:46:00,1019.40,21.0,9.7,60,0,0,1020.01,23.9,8.8,51,1.2,347
2018-12-10 22:01:00,1019.50,20.0,8.7,60,0,0,1020.61,21.9,8.8,56,1.3,346
2018-12-10 22:16:00,1019.70,20.0,9.5,63,0,0,1020.61,21.9,8.8,56,1.3,346
2018-12-10 22:31:00,1019.90,19.0,8.9,64,0,0,1020.61,21.9,8.8,56,1.5,347
2018-12-10 22:46:00,1019.90,19.0,9.5,65,0,0,1020.61,21.9,8.8,56,1.5,348
2018-12-10 23:00:00,1020.00,19.0,9.2,64,0,0,1021.07,20.4,8.0,58,1.9,3
2018-12-10 23:16:00,1020.10,19.0,8.9,64,0,0,1021.07,20.4,8.0,58,1.8,0
2018-12-10 23:31:00,1020.40,18.0,8.2,65,0,0,1021.07,20.4,8.1,58,1.8,0
2018-12-10 23:45:00,1020.50,17.0,8.6,68,0,0,1021.07,20.4,8.0,58,1.8,0
2018-12-11 00:01:00,1020.60,17.0,8.9,69,0,0,1021.45,18.8,8.0,62,1.2,346
2018-12-11 00:16:00,1020.50,16.0,8.6,71,0,0,1021.45,18.8,8.0,62,1.2,346
2018-12-11 00:31:00,1020.50,16.0,8.6,71,0,0,1021.45,18.8,8.0,62,1.2,346
2018-12-11 00:46:00,1020.40,15.0,7.6,72,0,0,1021.45,18.8,8.0,62,1.2,346
2018-12-11 01:01:00,1020.40,15.0,7.6,72,0,0,1021.64,17.4,7.8,65,1.1,356
2018-12-11 01:16:00,1020.70,16.0,8.3,71,0,0,1021.64,17.4,7.8,65,1.1,356
2018-12-11 01:31:00,1020.60,15.0,7.3,70,0,0,1021.64,17.4,7.8,65,1.1,356
2018-12-11 01:46:00,1020.60,14.0,7.0,73,0,0,1021.64,17.4,7.8,65,1.1,356
2018-12-11 02:01:00,1020.80,14.0,7.3,74,0,0,1021.84,15.7,7.4,68,0.4,85
2018-12-11 02:16:00,1020.80,13.0,6.6,74,0,0,1021.84,15.7,7.4,68,0.4,85
2018-12-11 02:31:00,1020.90,13.0,7.5,78,0,0,1021.84,15.7,7.4,68,0.4,85
2018-12-11 02:47:00,1020.90,12.0,6.8,78,0,0,1021.84,15.7,7.4,68,0.4,85
2018-12-11 03:03:00,1020.80,11.0,6.1,79,0,0,1022.01,13.7,6.6,72,0.6,143
2018-12-11 03:17:00,1020.80,11.0,6.6,81,0,0,1022.01,13.7,6.6,72,0.6,143
2018-12-11 03:31:00,1021.00,10.0,5.6,81,0,0,1022.01,13.7,6.6,72,0.6,143
2018-12-11 03:47:00,1021.00,11.0,6.9,83,0,0,1022.01,13.7,6.6,72,0.6,143
2018-12-11 04:01:00,1021.10,11.0,6.9,83,0,0,1022.06,11.3,6.3,79,0.8,149
2018-12-11 04:16:00,1021.10,10.0,5.9,83,0,0,1022.06,11.3,6.3,79,0.8,149
2018-12-11 04:31:00,1021.10,9.0,5.2,84,0,0,1022.06,11.3,6.3,79,0.8,149
2018-12-11 04:46:00,1020.90,9.0,5.4,85,0,0,1022.06,11.3,6.3,79,0.8,149
